"year";"plot";"guilds";"intraguild.type";"metric";"value"
2019;4;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,284843594451459
2020;4;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,13353947497713
2019;5;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,304611262874327
2020;5;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,144739259393579
2019;6;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,249017235929561
2020;6;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,115168612937322
2019;7;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,275770025602271
2020;7;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,257718805499801
2019;8;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,289153900205989
2020;8;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,237665792516467
2019;9;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,310341958764463
2020;9;"plants-herbivores";"nesting_larvae_phenology";"qual_modularity";0,307356312482346
2019;1;"all";"nesting_larvae_phenology";"qual_modularity";0,38989980077659
2020;1;"all";"nesting_larvae_phenology";"qual_modularity";0,393538416490651
2019;2;"all";"nesting_larvae_phenology";"qual_modularity";0,364973051962762
2020;2;"all";"nesting_larvae_phenology";"qual_modularity";0,392507300548908
2019;3;"all";"nesting_larvae_phenology";"qual_modularity";0,376881775507672
2020;3;"all";"nesting_larvae_phenology";"qual_modularity";0,367433300916997
2019;4;"all";"nesting_larvae_phenology";"qual_modularity";0,380998546473762
2020;4;"all";"nesting_larvae_phenology";"qual_modularity";0,182649926028233
2019;5;"all";"nesting_larvae_phenology";"qual_modularity";0,379061558948842
2020;5;"all";"nesting_larvae_phenology";"qual_modularity";0,245245232932069
2019;6;"all";"nesting_larvae_phenology";"qual_modularity";0,375077954022643
2020;6;"all";"nesting_larvae_phenology";"qual_modularity";0,138158468999466
2019;7;"all";"nesting_larvae_phenology";"qual_modularity";0,368795111075055
2020;7;"all";"nesting_larvae_phenology";"qual_modularity";0,297918605297319
2019;8;"all";"nesting_larvae_phenology";"qual_modularity";0,404010706102112
2020;8;"all";"nesting_larvae_phenology";"qual_modularity";0,342803024515216
2019;9;"all";"nesting_larvae_phenology";"qual_modularity";0,380802271027879
2020;9;"all";"nesting_larvae_phenology";"qual_modularity";0,368912219950855
2019;1;"plants";"mean_field";"quant_modularity";0,175396825396825
2020;1;"plants";"mean_field";"quant_modularity";0,175396825396825
2019;2;"plants";"mean_field";"quant_modularity";0,175396825396825
2020;2;"plants";"mean_field";"quant_modularity";0,175396825396825
2019;3;"plants";"mean_field";"quant_modularity";0,175396825396825
2020;3;"plants";"mean_field";"quant_modularity";0,175396825396825
2019;4;"plants";"mean_field";"quant_modularity";0,218571428571429
2020;4;"plants";"mean_field";"quant_modularity";0,218571428571429
2019;5;"plants";"mean_field";"quant_modularity";0,194791666666667
2020;5;"plants";"mean_field";"quant_modularity";0,194791666666667
2019;6;"plants";"mean_field";"quant_modularity";0,232478632478632
2020;6;"plants";"mean_field";"quant_modularity";0,232478632478632
2019;7;"plants";"mean_field";"quant_modularity";0,152380952380952
2020;7;"plants";"mean_field";"quant_modularity";0,152380952380952
2019;8;"plants";"mean_field";"quant_modularity";0,159375
2020;8;"plants";"mean_field";"quant_modularity";0,159375
2019;9;"plants";"mean_field";"quant_modularity";0,159375
2020;9;"plants";"mean_field";"quant_modularity";0,159375
2019;1;"floral visitors";"mean_field";"quant_modularity";0,218571428571429
2020;1;"floral visitors";"mean_field";"quant_modularity";0,167017543859649
2019;2;"floral visitors";"mean_field";"quant_modularity";0,247916666666667
2020;2;"floral visitors";"mean_field";"quant_modularity";0,167017543859649
2019;3;"floral visitors";"mean_field";"quant_modularity";0,232478632478632
2020;3;"floral visitors";"mean_field";"quant_modularity";0,175396825396825
2019;4;"floral visitors";"mean_field";"quant_modularity";0,232478632478632
2020;4;"floral visitors";"mean_field";"quant_modularity";0,302222222222222
2019;5;"floral visitors";"mean_field";"quant_modularity";0,264935064935065
2020;5;"floral visitors";"mean_field";"quant_modularity";0,302222222222222
2019;6;"floral visitors";"mean_field";"quant_modularity";0,232478632478632
2020;6;"floral visitors";"mean_field";"quant_modularity";0,283333333333333
2019;7;"floral visitors";"mean_field";"quant_modularity";0,152380952380952
2020;7;"floral visitors";"mean_field";"quant_modularity";0,206060606060606
2019;8;"floral visitors";"mean_field";"quant_modularity";0,134583333333333
2020;8;"floral visitors";"mean_field";"quant_modularity";0,140045766590389
2019;9;"floral visitors";"mean_field";"quant_modularity";0,218571428571429
2020;9;"floral visitors";"mean_field";"quant_modularity";0,159375
2019;1;"herbivores";"mean_field";"quant_modularity";0,145959595959596
2020;1;"herbivores";"mean_field";"quant_modularity";0,145959595959596
2019;2;"herbivores";"mean_field";"quant_modularity";0,167017543859649
2020;2;"herbivores";"mean_field";"quant_modularity";0,140045766590389
2019;3;"herbivores";"mean_field";"quant_modularity";0,167017543859649
2020;3;"herbivores";"mean_field";"quant_modularity";0,140045766590389
2019;4;"herbivores";"mean_field";"quant_modularity";0,167017543859649
2020;4;"herbivores";"mean_field";"quant_modularity";0,159375
2019;5;"herbivores";"mean_field";"quant_modularity";0,159375
2020;5;"herbivores";"mean_field";"quant_modularity";0,167017543859649
2019;6;"herbivores";"mean_field";"quant_modularity";0,140045766590389
2020;6;"herbivores";"mean_field";"quant_modularity";0,140045766590389
2019;7;"herbivores";"mean_field";"quant_modularity";0,175396825396825
2020;7;"herbivores";"mean_field";"quant_modularity";0,159375
2019;8;"herbivores";"mean_field";"quant_modularity";0,167017543859649
2020;8;"herbivores";"mean_field";"quant_modularity";0,152380952380952
2019;9;"herbivores";"mean_field";"quant_modularity";0,140045766590389
2020;9;"herbivores";"mean_field";"quant_modularity";0,145959595959596
2019;1;"plants-floral visitors";"mean_field";"quant_modularity";0,297005378095906
2020;1;"plants-floral visitors";"mean_field";"quant_modularity";0,363864250315521
2019;2;"plants-floral visitors";"mean_field";"quant_modularity";0,301714026087503
2020;2;"plants-floral visitors";"mean_field";"quant_modularity";0,309344567056693
2019;3;"plants-floral visitors";"mean_field";"quant_modularity";0,380160057736541
2020;3;"plants-floral visitors";"mean_field";"quant_modularity";0,363849327745984
2019;4;"plants-floral visitors";"mean_field";"quant_modularity";0,366591704208599
2020;4;"plants-floral visitors";"mean_field";"quant_modularity";0,418044785212609
2019;5;"plants-floral visitors";"mean_field";"quant_modularity";0,335869470873912
2020;5;"plants-floral visitors";"mean_field";"quant_modularity";0,443305529090727
2019;6;"plants-floral visitors";"mean_field";"quant_modularity";0,283060670644555
2020;6;"plants-floral visitors";"mean_field";"quant_modularity";0,365342023483288
2019;7;"plants-floral visitors";"mean_field";"quant_modularity";0,392829171136193
2020;7;"plants-floral visitors";"mean_field";"quant_modularity";0,407977143979848
2019;8;"plants-floral visitors";"mean_field";"quant_modularity";0,391971180881742
2020;8;"plants-floral visitors";"mean_field";"quant_modularity";0,408187475559411
2019;9;"plants-floral visitors";"mean_field";"quant_modularity";0,346585678740015
2020;9;"plants-floral visitors";"mean_field";"quant_modularity";0,390216622016925
2019;1;"plants-herbivores";"mean_field";"quant_modularity";0,441790946812096
2020;1;"plants-herbivores";"mean_field";"quant_modularity";0,436559064578954
2019;2;"plants-herbivores";"mean_field";"quant_modularity";0,399926390450506
2020;2;"plants-herbivores";"mean_field";"quant_modularity";0,421560864456781
2019;3;"plants-herbivores";"mean_field";"quant_modularity";0,423978320028468
2020;3;"plants-herbivores";"mean_field";"quant_modularity";0,441491535198843
2019;4;"plants-herbivores";"mean_field";"quant_modularity";0,368068111853331
2020;4;"plants-herbivores";"mean_field";"quant_modularity";0,420332572971932
2019;5;"plants-herbivores";"mean_field";"quant_modularity";0,400747432568332
2020;5;"plants-herbivores";"mean_field";"quant_modularity";0,383486685333641
2019;6;"plants-herbivores";"mean_field";"quant_modularity";0,399543859685807
2020;6;"plants-herbivores";"mean_field";"quant_modularity";0,41009816692021
2019;7;"plants-herbivores";"mean_field";"quant_modularity";0,333998006028392
2020;7;"plants-herbivores";"mean_field";"quant_modularity";0,325522315234093
2019;8;"plants-herbivores";"mean_field";"quant_modularity";0,394311560206037
2020;8;"plants-herbivores";"mean_field";"quant_modularity";0,279644518679098
2019;9;"plants-herbivores";"mean_field";"quant_modularity";0,401097238676266
2020;9;"plants-herbivores";"mean_field";"quant_modularity";0,409293480372633
2019;1;"all";"mean_field";"quant_modularity";0,460792050473054
2020;1;"all";"mean_field";"quant_modularity";0,406797047587427
2019;2;"all";"mean_field";"quant_modularity";0,42190215764404
2020;2;"all";"mean_field";"quant_modularity";0,408524755436575
2019;3;"all";"mean_field";"quant_modularity";0,471022912357544
2020;3;"all";"mean_field";"quant_modularity";0,427686740126451
2019;4;"all";"mean_field";"quant_modularity";0,430447348757825
2020;4;"all";"mean_field";"quant_modularity";0,454467646649291
2019;5;"all";"mean_field";"quant_modularity";0,439935401625741
2020;5;"all";"mean_field";"quant_modularity";0,477135953896676
2019;6;"all";"mean_field";"quant_modularity";0,463207766767964
2020;6;"all";"mean_field";"quant_modularity";0,45117636375366
2019;7;"all";"mean_field";"quant_modularity";0,412308241726484
2020;7;"all";"mean_field";"quant_modularity";0,408254004332785
2019;8;"all";"mean_field";"quant_modularity";0,449159791606287
2020;8;"all";"mean_field";"quant_modularity";0,360444586086523
2019;9;"all";"mean_field";"quant_modularity";0,459255891482072
2020;9;"all";"mean_field";"quant_modularity";0,428444279803429
2019;1;"plants";"nesting_larvae";"quant_modularity";0,178862963794072
2020;1;"plants";"nesting_larvae";"quant_modularity";0,178862963794072
2019;2;"plants";"nesting_larvae";"quant_modularity";0,157632614978648
2020;2;"plants";"nesting_larvae";"quant_modularity";0,157632614978648
2019;3;"plants";"nesting_larvae";"quant_modularity";0,235375723409169
2020;3;"plants";"nesting_larvae";"quant_modularity";0,235375723409169
2019;4;"plants";"nesting_larvae";"quant_modularity";0,149216963167051
2020;4;"plants";"nesting_larvae";"quant_modularity";0,149216963167051
2019;5;"plants";"nesting_larvae";"quant_modularity";0,199691896020899
2020;5;"plants";"nesting_larvae";"quant_modularity";0,199691896020899
2019;6;"plants";"nesting_larvae";"quant_modularity";0,165935164502444
2020;6;"plants";"nesting_larvae";"quant_modularity";0,165935164502444
2019;7;"plants";"nesting_larvae";"quant_modularity";0,00907235856436082
2020;7;"plants";"nesting_larvae";"quant_modularity";0,00907235856436082
2019;8;"plants";"nesting_larvae";"quant_modularity";0,00468587893860505
2020;8;"plants";"nesting_larvae";"quant_modularity";0,00468587893860505
2019;9;"plants";"nesting_larvae";"quant_modularity";0,276223907880506
2020;9;"plants";"nesting_larvae";"quant_modularity";0,276223907880506
2019;1;"floral visitors";"nesting_larvae";"quant_modularity";0,485832938818075
2020;1;"floral visitors";"nesting_larvae";"quant_modularity";0,596453458885685
2019;2;"floral visitors";"nesting_larvae";"quant_modularity";0,515037186121739
2020;2;"floral visitors";"nesting_larvae";"quant_modularity";0,571115396337547
2019;3;"floral visitors";"nesting_larvae";"quant_modularity";0,519460063954152
2020;3;"floral visitors";"nesting_larvae";"quant_modularity";0,568350972398953
2019;4;"floral visitors";"nesting_larvae";"quant_modularity";0,514347310790969
2020;4;"floral visitors";"nesting_larvae";"quant_modularity";0,534285714285714
2019;5;"floral visitors";"nesting_larvae";"quant_modularity";0,503015893476626
2020;5;"floral visitors";"nesting_larvae";"quant_modularity";0,555333333333333
2019;6;"floral visitors";"nesting_larvae";"quant_modularity";0,549360774357772
2020;6;"floral visitors";"nesting_larvae";"quant_modularity";0,425
2019;7;"floral visitors";"nesting_larvae";"quant_modularity";0,491923483858144
2020;7;"floral visitors";"nesting_larvae";"quant_modularity";0,608792048414896
2019;8;"floral visitors";"nesting_larvae";"quant_modularity";0,535212987162134
2020;8;"floral visitors";"nesting_larvae";"quant_modularity";0,488724839933599
2019;9;"floral visitors";"nesting_larvae";"quant_modularity";0,470529846417779
2020;9;"floral visitors";"nesting_larvae";"quant_modularity";0,567287560122762
2019;1;"herbivores";"nesting_larvae";"quant_modularity";0,367579824728527
2020;1;"herbivores";"nesting_larvae";"quant_modularity";0,349557521591052
2019;2;"herbivores";"nesting_larvae";"quant_modularity";0,374671651459032
2020;2;"herbivores";"nesting_larvae";"quant_modularity";0,342884927674531
2019;3;"herbivores";"nesting_larvae";"quant_modularity";0,381589546553674
2020;3;"herbivores";"nesting_larvae";"quant_modularity";0,296618241094703
2019;4;"herbivores";"nesting_larvae";"quant_modularity";0,38781872823031
2020;4;"herbivores";"nesting_larvae";"quant_modularity";0,345497688816948
2019;5;"herbivores";"nesting_larvae";"quant_modularity";0,385655956592096
2020;5;"herbivores";"nesting_larvae";"quant_modularity";0,349666478980199
2019;6;"herbivores";"nesting_larvae";"quant_modularity";0,355043589632862
2020;6;"herbivores";"nesting_larvae";"quant_modularity";0,329659125066412
2019;7;"herbivores";"nesting_larvae";"quant_modularity";0,403357243329375
2020;7;"herbivores";"nesting_larvae";"quant_modularity";0,370928351415967
2019;8;"herbivores";"nesting_larvae";"quant_modularity";0,36527534275693
2020;8;"herbivores";"nesting_larvae";"quant_modularity";0,344469296481929
2019;9;"herbivores";"nesting_larvae";"quant_modularity";0,359690026840378
2020;9;"herbivores";"nesting_larvae";"quant_modularity";0,363836945831264
2019;1;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,36948622481386
2020;1;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,457774222711553
2019;2;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,420884671703156
2020;2;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,44645348885945
2019;3;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,465896730622915
2020;3;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,502161776180087
2019;4;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,443162986263316
2020;4;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,413599495240989
2019;5;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,425198313709777
2020;5;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,464914165145125
2019;6;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,444967731963545
2020;6;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,412038826298575
2019;7;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,45707212502724
2020;7;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,460993676191619
2019;8;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,461504238498552
2020;8;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,467949579990349
2019;9;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,457659692657074
2020;9;"plants-floral visitors";"nesting_larvae";"quant_modularity";0,498714660007299
2019;1;"plants-herbivores";"nesting_larvae";"quant_modularity";0,422285026858578
2020;1;"plants-herbivores";"nesting_larvae";"quant_modularity";0,36896080801511
2019;2;"plants-herbivores";"nesting_larvae";"quant_modularity";0,370126795617832
2020;2;"plants-herbivores";"nesting_larvae";"quant_modularity";0,360890497596583
2019;3;"plants-herbivores";"nesting_larvae";"quant_modularity";0,40839725595701
2020;3;"plants-herbivores";"nesting_larvae";"quant_modularity";0,403226618738621
2019;4;"plants-herbivores";"nesting_larvae";"quant_modularity";0,363602022748798
2020;4;"plants-herbivores";"nesting_larvae";"quant_modularity";0,356324751631625
2019;5;"plants-herbivores";"nesting_larvae";"quant_modularity";0,344002717126836
2020;5;"plants-herbivores";"nesting_larvae";"quant_modularity";0,331148480575138
2019;6;"plants-herbivores";"nesting_larvae";"quant_modularity";0,339497363195735
2020;6;"plants-herbivores";"nesting_larvae";"quant_modularity";0,329775836352901
2019;7;"plants-herbivores";"nesting_larvae";"quant_modularity";0,384900633937461
2020;7;"plants-herbivores";"nesting_larvae";"quant_modularity";0,354773874046606
2019;8;"plants-herbivores";"nesting_larvae";"quant_modularity";0,367515214964479
2020;8;"plants-herbivores";"nesting_larvae";"quant_modularity";0,297717917493929
2019;9;"plants-herbivores";"nesting_larvae";"quant_modularity";0,451131241785053
2020;9;"plants-herbivores";"nesting_larvae";"quant_modularity";0,442740767764571
2019;1;"all";"nesting_larvae";"quant_modularity";0,477093211058518
2020;1;"all";"nesting_larvae";"quant_modularity";0,432295703590929
2019;2;"all";"nesting_larvae";"quant_modularity";0,436960239118761
2020;2;"all";"nesting_larvae";"quant_modularity";0,433200031567634
2019;3;"all";"nesting_larvae";"quant_modularity";0,495479046251303
2020;3;"all";"nesting_larvae";"quant_modularity";0,483364447890213
2019;4;"all";"nesting_larvae";"quant_modularity";0,426138054782439
2020;4;"all";"nesting_larvae";"quant_modularity";0,418571554433762
2019;5;"all";"nesting_larvae";"quant_modularity";0,413407722433949
2020;5;"all";"nesting_larvae";"quant_modularity";0,432539616958592
2019;6;"all";"nesting_larvae";"quant_modularity";0,465224248665216
2020;6;"all";"nesting_larvae";"quant_modularity";0,428485869464862
2019;7;"all";"nesting_larvae";"quant_modularity";0,45192744340168
2020;7;"all";"nesting_larvae";"quant_modularity";0,450823405534688
2019;8;"all";"nesting_larvae";"quant_modularity";0,511395972337437
2020;8;"all";"nesting_larvae";"quant_modularity";0,431208184294636
2019;9;"all";"nesting_larvae";"quant_modularity";0,506389608646653
2020;9;"all";"nesting_larvae";"quant_modularity";0,503319727908491
2019;1;"plants";"nesting_larvae_phenology";"quant_modularity";0,21564302330769
2020;1;"plants";"nesting_larvae_phenology";"quant_modularity";0,21564302330769
2019;2;"plants";"nesting_larvae_phenology";"quant_modularity";0,193422668290812
2020;2;"plants";"nesting_larvae_phenology";"quant_modularity";0,193422668290812
2019;3;"plants";"nesting_larvae_phenology";"quant_modularity";0,276255296843483
2020;3;"plants";"nesting_larvae_phenology";"quant_modularity";0,276255296843483
2019;4;"plants";"nesting_larvae_phenology";"quant_modularity";0,189844134091497
2020;4;"plants";"nesting_larvae_phenology";"quant_modularity";0,189844134091497
2019;5;"plants";"nesting_larvae_phenology";"quant_modularity";0,256413987296531
2020;5;"plants";"nesting_larvae_phenology";"quant_modularity";0,256413987296531
2019;6;"plants";"nesting_larvae_phenology";"quant_modularity";0,222742533502087
2020;6;"plants";"nesting_larvae_phenology";"quant_modularity";0,222742533502087
2019;7;"plants";"nesting_larvae_phenology";"quant_modularity";0,0536692970295601
2020;7;"plants";"nesting_larvae_phenology";"quant_modularity";0,0536692970295601
2019;8;"plants";"nesting_larvae_phenology";"quant_modularity";0,0791774441219666
2020;8;"plants";"nesting_larvae_phenology";"quant_modularity";0,0791774441219666
2019;9;"plants";"nesting_larvae_phenology";"quant_modularity";0,325231139343084
2020;9;"plants";"nesting_larvae_phenology";"quant_modularity";0,325231139343084
2019;1;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,580132170395462
2020;1;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,669929293753672
2019;2;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,586810737191832
2020;2;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,654031180285692
2019;3;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,576547724072534
2020;3;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,622934086687946
2019;4;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,583993962620621
2020;4;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,601208093252751
2019;5;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,539029791841613
2020;5;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,572755109351892
2019;6;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,591482422381834
2020;6;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,425
2019;7;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,61209202775221
2020;7;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,679596968161013
2019;8;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,606914432337514
2020;8;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,639716039045553
2019;9;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,541887603326721
2020;9;"floral visitors";"nesting_larvae_phenology";"quant_modularity";0,659384781284296
2019;1;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,521384064699066
2020;1;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,459536020164282
2019;2;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,549935509193729
2020;2;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,479116180426221
2019;3;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,536794275307593
2020;3;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,459244222538816
2019;4;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,504987608908706
2020;4;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,475757064671938
2019;5;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,494825277656853
2020;5;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,440675635972607
2019;6;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,519716417284757
2020;6;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,467179742479201
2019;7;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,500462587774788
2020;7;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,452363845280522
2019;8;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,521180670010758
2020;8;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,456208238879443
2019;9;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,51571009491995
2020;9;"herbivores";"nesting_larvae_phenology";"quant_modularity";0,461297045503376
2019;1;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,401806206252499
2020;1;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,490670004332241
2019;2;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,425394478633455
2020;2;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,47437750600365
2019;3;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,487025993665133
2020;3;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,518749080799596
2019;4;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,461000193582109
2020;4;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,432143020350698
2019;5;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,444817365258108
2020;5;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,494938606600119
2019;6;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,462501051142673
2020;6;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,442087586429724
2019;7;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,479775286121765
2020;7;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,486690028960017
2019;8;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,482898576896743
2020;8;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,504191279183365
2019;9;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,472984689895801
2020;9;"plants-floral visitors";"nesting_larvae_phenology";"quant_modularity";0,533238351321618
2019;1;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,446301312815248
2020;1;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,406707763559892
2019;2;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,404998492767693
2020;2;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,385798972768079
2019;3;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,419432031688066
2020;3;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,437071825530374
2019;4;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,405334069830731
2020;4;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,388930762090485
2019;5;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,381932753157427
2020;5;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,360951284442344
2019;6;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,387824151563039
2020;6;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,373941298160406
2019;7;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,414604330350138
2020;7;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,361774762345172
2019;8;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,429402121721173
2020;8;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,335983687426178
2019;9;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,461344087051214
2020;9;"plants-herbivores";"nesting_larvae_phenology";"quant_modularity";0,483928062629185
2019;1;"all";"nesting_larvae_phenology";"quant_modularity";0,47282884116173
2020;1;"all";"nesting_larvae_phenology";"quant_modularity";0,444182769615873
2019;2;"all";"nesting_larvae_phenology";"quant_modularity";0,460353681499237
2020;2;"all";"nesting_larvae_phenology";"quant_modularity";0,447743436552016
2019;3;"all";"nesting_larvae_phenology";"quant_modularity";0,490749610329407
2020;3;"all";"nesting_larvae_phenology";"quant_modularity";0,486907928898708
2019;4;"all";"nesting_larvae_phenology";"quant_modularity";0,457616824448338
2020;4;"all";"nesting_larvae_phenology";"quant_modularity";0,442053389847857
2019;5;"all";"nesting_larvae_phenology";"quant_modularity";0,438853621620487
2020;5;"all";"nesting_larvae_phenology";"quant_modularity";0,456209854983073
2019;6;"all";"nesting_larvae_phenology";"quant_modularity";0,468789110681908
2020;6;"all";"nesting_larvae_phenology";"quant_modularity";0,444387669868457
2019;7;"all";"nesting_larvae_phenology";"quant_modularity";0,473534727954527
2020;7;"all";"nesting_larvae_phenology";"quant_modularity";0,452418435629395
2019;8;"all";"nesting_larvae_phenology";"quant_modularity";0,508947397480026
2020;8;"all";"nesting_larvae_phenology";"quant_modularity";0,451276068145546
2019;9;"all";"nesting_larvae_phenology";"quant_modularity";0,508147949515819
2020;9;"all";"nesting_larvae_phenology";"quant_modularity";0,517145540624917
2019;1;"plants";"mean_field";"complexity";0,0153347902076079
2020;1;"plants";"mean_field";"complexity";0,0153347902076079
2019;2;"plants";"mean_field";"complexity";0,0153347902076079
2020;2;"plants";"mean_field";"complexity";0,0153347902076079
2019;3;"plants";"mean_field";"complexity";0,0153347902076079
2020;3;"plants";"mean_field";"complexity";0,0153347902076079
2019;4;"plants";"mean_field";"complexity";0,0272417882641598
2020;4;"plants";"mean_field";"complexity";0,0272417882641598
2019;5;"plants";"mean_field";"complexity";0,0200160192256359
2020;5;"plants";"mean_field";"complexity";0,0200160192256359
2019;6;"plants";"mean_field";"complexity";0,032433617027368
2020;6;"plants";"mean_field";"complexity";0,032433617027368
2019;7;"plants";"mean_field";"complexity";0,0108887990566672
2020;7;"plants";"mean_field";"complexity";0,0108887990566672
2019;8;"plants";"mean_field";"complexity";0,0121267812518166
2020;8;"plants";"mean_field";"complexity";0,0121267812518166
2019;9;"plants";"mean_field";"complexity";0,0121267812518166
2020;9;"plants";"mean_field";"complexity";0,0121267812518166
2019;1;"floral visitors";"mean_field";"complexity";0,0272417882641598
2020;1;"floral visitors";"mean_field";"complexity";0,0135894152498506
2019;2;"floral visitors";"mean_field";"complexity";0,0392837100659193
2020;2;"floral visitors";"mean_field";"complexity";0,0135894152498506
2019;3;"floral visitors";"mean_field";"complexity";0,032433617027368
2020;3;"floral visitors";"mean_field";"complexity";0,0153347902076079
2019;4;"floral visitors";"mean_field";"complexity";0,032433617027368
2020;4;"floral visitors";"mean_field";"complexity";0,0811440825933579
2019;5;"floral visitors";"mean_field";"complexity";0,0485929530749862
2020;5;"floral visitors";"mean_field";"complexity";0,0811440825933579
2019;6;"floral visitors";"mean_field";"complexity";0,032433617027368
