"species";"min_R";"max_R";"year";"plot";"guilds";"intraguild.type";"sp.guild";"guild.num"
"Conocephalus_dorsalis";0,00835695781593768;0,23724673173126;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Cryptocephalus_spp";0,00432615804138571;0,24344708730396;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";-0,111656860415516;0,182076064558683;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Malachius_bipustulatus";-0,0138444825091317;0,240567821976429;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Miridae";0,00462043699226133;0,218438090854371;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Mordellidae";0,00483746249824854;0,244350787117751;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Oedemeridae";0,00169128876582227;0,227111918556761;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Phaedon_spp";0,0135715392954818;0,287674721800608;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,185762199832248;0,217399553551153;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Tessellana_tessellata";-0,00880967692783476;0,264394102823434;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Theba_pisana";-0,00742415445012769;0,214058835691434;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Thysanoptera";0,0113613827067935;0,249774300612013;"2020";1;"All";"Resources and 
phenology";"Herbivores";"three"
"Anastoechus_spp";-0,170009009539535;0,270188448694011;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Andrena_spp";-0,139209075677633;0,28713688608478;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Bombylius_major";-0,0876501535750549;0,261295978194501;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Braconidae";-0,0558927766091094;0,322057196252891;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Calliphoridae";-0,0585833892057822;0,314207009082325;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Cylindromyia_spp";-0,0275837926230368;0,285322639173597;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Empis_spp";-0,0724862212855157;0,313928810129065;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Episyrphus_balteatus";-0,240532283001994;0,310313045878504;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Eucera_spp";-0,149729762699112;0,268296872975102;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Geometridae";-0,0271268627918241;0,312783821230755;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Lasioglossum_malachurum";-0,429753250824461;0,212335859821986;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Musca_spp";-0,0533913575753236;0,308303044891653;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Pangonius_spp";-0,168659323206672;0,24507668893707;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Sphaerophoria_scripta";-0,0234393403206675;0,34727299539141;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"Ulidiidae";-0,639912964834142;0,233276961176221;"2020";1;"All";"Resources and 
phenology";"Pollinators";"three"
"BEMA";0,0250501177271022;0,197084164728825;"2019";2;"All";"Mean field";"Plants";"three"
"CETE";0,0275215108383524;0,181949966216472;"2019";2;"All";"Mean field";"Plants";"three"
"CHFU";-0,322139733521315;0,132872025449152;"2019";2;"All";"Mean field";"Plants";"three"
"CHMI";0,0221024964970123;0,189612040308457;"2019";2;"All";"Mean field";"Plants";"three"
"HOMA";0,0980431825276407;0,882501433318254;"2019";2;"All";"Mean field";"Plants";"three"
"LEMA";-0,860245200119261;0,517012699949734;"2019";2;"All";"Mean field";"Plants";"three"
"MESP";-0,550107542527422;0,330198692607009;"2019";2;"All";"Mean field";"Plants";"three"
"PAIN";0,042045173794719;0,31831407534892;"2019";2;"All";"Mean field";"Plants";"three"
"PLCO";0,0250839958485112;0,180514036990402;"2019";2;"All";"Mean field";"Plants";"three"
"POMA";0,0230695457075748;0,190856071947249;"2019";2;"All";"Mean field";"Plants";"three"
"PUPA";0,0277227131417907;0,189124353237905;"2019";2;"All";"Mean field";"Plants";"three"
"SASO";0,0264450516056515;0,190522097469663;"2019";2;"All";"Mean field";"Plants";"three"
"SCLA";0,020939584811572;0,181295962271992;"2019";2;"All";"Mean field";"Plants";"three"
"SOAS";0,0210291159508427;0,18226045577271;"2019";2;"All";"Mean field";"Plants";"three"
"Aelia_spp";0,0185330230531244;0,183229961432664;"2019";2;"All";"Mean field";"Herbivores";"three"
"Aiolopus_strepens";0,0197834243862633;0,183389641247897;"2019";2;"All";"Mean field";"Herbivores";"three"
"Aphis_fabae";-0,233328152143597;0,156979475299489;"2019";2;"All";"Mean field";"Herbivores";"three"
"Brassicogethes_spp";-0,00545206248737615;0,175548846965113;"2019";2;"All";"Mean field";"Herbivores";"three"
"Cantharis_coronata";-0,0254151537480049;0,171492694914277;"2019";2;"All";"Mean field";"Herbivores";"three"
"Cochlicella_barbara";-0,897326163884929;0,0650130950044223;"2019";2;"All";"Mean field";"Herbivores";"three"
"Cryptocephalus_spp";0,0183283497592297;0,187750410634146;"2019";2;"All";"Mean field";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";0,00375326572528344;0,188383962370082;"2019";2;"All";"Mean field";"Herbivores";"three"
"Malachius_bipustulatus";0,0049212724848616;0,175232196840807;"2019";2;"All";"Mean field";"Herbivores";"three"
"Meligethes_spp";0,00393111653801024;0,176392689482644;"2019";2;"All";"Mean field";"Herbivores";"three"
"Mordellidae";0,0186284814528425;0,181643351789213;"2019";2;"All";"Mean field";"Herbivores";"three"
"Nymphalidae_caterpillar";0,0145252376143614;0,178765571135177;"2019";2;"All";"Mean field";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,40757897157437;0,153257405800531;"2019";2;"All";"Mean field";"Herbivores";"three"
"Tessellana_tessellata";-0,0447006070545935;0,169411377366085;"2019";2;"All";"Mean field";"Herbivores";"three"
"Theba_pisana";-0,0474694021081185;0,161832027129027;"2019";2;"All";"Mean field";"Herbivores";"three"
"Andrena_cinerea";-0,0915867343152056;0,302153765070624;"2019";2;"All";"Mean field";"Pollinators";"three"
"Calliphoridae";-0,162624271575176;0,328281625967141;"2019";2;"All";"Mean field";"Pollinators";"three"
"Dilophus_spp";-0,612651461328502;0,216003760405512;"2019";2;"All";"Mean field";"Pollinators";"three"
"Episyrphus_balteatus";-0,00454578863246823;0,330972910926355;"2019";2;"All";"Mean field";"Pollinators";"three"
"Eupeodes_corollae";-0,297764701411416;0,26037909238607;"2019";2;"All";"Mean field";"Pollinators";"three"
"Lasioglossum_immunitum";-0,00348094836522328;0,328226626229009;"2019";2;"All";"Mean field";"Pollinators";"three"
"Musca_spp";-0,475699706300289;0,21493982854497;"2019";2;"All";"Mean field";"Pollinators";"three"
"Nemotelus_spp";-0,340421909914967;0,307612492361391;"2019";2;"All";"Mean field";"Pollinators";"three"
"BEMA";0,00596502529673252;0,178464337812546;"2019";2;"All";"Resources";"Plants";"three"
"CETE";0,0090952567582901;0,160534548893173;"2019";2;"All";"Resources";"Plants";"three"
"CHFU";-0,346894189564638;0,123584428313407;"2019";2;"All";"Resources";"Plants";"three"
"CHMI";0,00276602992443145;0,162221185408031;"2019";2;"All";"Resources";"Plants";"three"
"HOMA";0,0414777261978699;0,881095975935227;"2019";2;"All";"Resources";"Plants";"three"
"LEMA";-0,891705566839899;0,467208729647934;"2019";2;"All";"Resources";"Plants";"three"
"MESP";-0,602500623930778;0,302985861066591;"2019";2;"All";"Resources";"Plants";"three"
"PAIN";0,0111675807079924;0,302151228326053;"2019";2;"All";"Resources";"Plants";"three"
"PLCO";0,0141479336113867;0,264420911957974;"2019";2;"All";"Resources";"Plants";"three"
"POMA";0,00203921797804326;0,136991410599329;"2019";2;"All";"Resources";"Plants";"three"
"PUPA";0,0228827661708412;0,250780356174798;"2019";2;"All";"Resources";"Plants";"three"
"SASO";0,00234789174323338;0,154239719581676;"2019";2;"All";"Resources";"Plants";"three"
"SCLA";0,00660238313078953;0,177573213485768;"2019";2;"All";"Resources";"Plants";"three"
"SOAS";0,0126937585455448;0,290862914668186;"2019";2;"All";"Resources";"Plants";"three"
"Aelia_spp";0,0113683577023697;0,2195631133507;"2019";2;"All";"Resources";"Herbivores";"three"
"Aiolopus_strepens";0,00538264189148127;0,212966070526851;"2019";2;"All";"Resources";"Herbivores";"three"
"Aphis_fabae";-0,231964926254042;0,179642081193607;"2019";2;"All";"Resources";"Herbivores";"three"
"Brassicogethes_spp";-0,0120440669298481;0,21638810221517;"2019";2;"All";"Resources";"Herbivores";"three"
"Cantharis_coronata";-0,0529573440972268;0,199512502037417;"2019";2;"All";"Resources";"Herbivores";"three"
"Cochlicella_barbara";-0,906218168177298;0,0494191756054626;"2019";2;"All";"Resources";"Herbivores";"three"
"Cryptocephalus_spp";0,00785122302850693;0,206911532739649;"2019";2;"All";"Resources";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";0,00417648522654139;0,248974453947586;"2019";2;"All";"Resources";"Herbivores";"three"
"Malachius_bipustulatus";-0,00455200489412445;0,203273988093331;"2019";2;"All";"Resources";"Herbivores";"three"
"Meligethes_spp";-0,00353291554896874;0,227597438781481;"2019";2;"All";"Resources";"Herbivores";"three"
"Mordellidae";0,00982672412341648;0,239547133994036;"2019";2;"All";"Resources";"Herbivores";"three"
"Nymphalidae_caterpillar";0,0137504894703509;0,235480583785093;"2019";2;"All";"Resources";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,377897582031752;0,194204755500871;"2019";2;"All";"Resources";"Herbivores";"three"
"Tessellana_tessellata";-0,0486283285085364;0,213534191494307;"2019";2;"All";"Resources";"Herbivores";"three"
"Theba_pisana";-0,0641245770930063;0,173881059915684;"2019";2;"All";"Resources";"Herbivores";"three"
"Andrena_cinerea";-0,123765973079229;0,396604009480049;"2019";2;"All";"Resources";"Pollinators";"three"
"Calliphoridae";-0,203100251711946;0,367341483543014;"2019";2;"All";"Resources";"Pollinators";"three"
"Dilophus_spp";-0,611568148738944;0,317284384857263;"2019";2;"All";"Resources";"Pollinators";"three"
"Episyrphus_balteatus";-0,0238413595166458;0,420737490541111;"2019";2;"All";"Resources";"Pollinators";"three"
"Eupeodes_corollae";-0,353715702748271;0,332665807304694;"2019";2;"All";"Resources";"Pollinators";"three"
"Lasioglossum_immunitum";-0,04892958968096;0,396825256743048;"2019";2;"All";"Resources";"Pollinators";"three"
"Musca_spp";-0,510749592880599;0,305351878258676;"2019";2;"All";"Resources";"Pollinators";"three"
"Nemotelus_spp";-0,367763361396785;0,312955256387139;"2019";2;"All";"Resources";"Pollinators";"three"
"BEMA";0,00774016708436819;0,196227338151016;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"CETE";0,00497549395125717;0,159875815361533;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"CHFU";-0,355032768559949;0,122461815095155;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"CHMI";0,00299097448356998;0,198426257892331;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"HOMA";0,0523688761643717;0,889625702237754;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"LEMA";-0,868047782913877;0,454619420021715;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"MESP";-0,574596679732416;0,322857636519944;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"PAIN";0,0135416705450124;0,31694985778418;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"PLCO";0,0097870200938703;0,244592682124562;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"POMA";0,00226249829804867;0,175858502164933;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"PUPA";0,00898843691811353;0,240797862334352;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"SASO";0,00404217351504113;0,170307447045528;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"SCLA";0,00691593573132123;0,22068820243829;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"SOAS";0,00696306798394692;0,189817950805406;"2019";2;"All";"Resources and 
phenology";"Plants";"three"
"Aelia_spp";0,00257943040427477;0,227205369696042;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Aiolopus_strepens";6,78862312502181e-05;0,211450889231326;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Aphis_fabae";-0,255383019431654;0,170977370240339;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Brassicogethes_spp";-0,0171822616939824;0,251478783661568;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cantharis_coronata";-0,0539748643504324;0,200123777645579;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cochlicella_barbara";-0,88910075208461;0,0627901605914537;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cryptocephalus_spp";0,00344027710516526;0,253576854854986;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";-0,0104786843455713;0,244716627999678;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Malachius_bipustulatus";-0,00512324966404707;0,246023928461074;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Meligethes_spp";-0,0107704266365895;0,285140974662251;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Mordellidae";0,00514186185737822;0,249043885436389;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Nymphalidae_caterpillar";0,0105533910846202;0,312435089805363;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,371539338172283;0,221324226773387;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Tessellana_tessellata";-0,0667866088479429;0,227376258162015;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Theba_pisana";-0,0736668186313657;0,178156884289554;"2019";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Andrena_cinerea";-0,138667067023881;0,358669658638045;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Calliphoridae";-0,18080352170213;0,383536988573643;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Dilophus_spp";-0,65238627320699;0,324783638217012;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Episyrphus_balteatus";-0,0275677937019482;0,414348672171517;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Eupeodes_corollae";-0,343474381141283;0,300729853894219;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Lasioglossum_immunitum";-0,027960095160643;0,433018505332286;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Musca_spp";-0,505477509029289;0,300855382212802;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"Nemotelus_spp";-0,36437468265231;0,326032310677588;"2019";2;"All";"Resources and 
phenology";"Pollinators";"three"
"BEMA";0,0151305070034666;0,248793943372806;"2020";2;"All";"Mean field";"Plants";"three"
"CETE";-0,465259219255986;0,147894563427766;"2020";2;"All";"Mean field";"Plants";"three"
"CHFU";-0,607635965905007;0,187198244132038;"2020";2;"All";"Mean field";"Plants";"three"
"CHMI";0,0188532152354617;0,232871577246028;"2020";2;"All";"Mean field";"Plants";"three"
"HOMA";0,0423348815684723;0,408917424601748;"2020";2;"All";"Mean field";"Plants";"three"
"LEMA";-0,718286550039213;0,96870913102565;"2020";2;"All";"Mean field";"Plants";"three"
"MESP";0,0183650133865585;0,232303642524936;"2020";2;"All";"Mean field";"Plants";"three"
"PAIN";0,0238834866754406;0,229360172146738;"2020";2;"All";"Mean field";"Plants";"three"
"PLCO";0,0203934883188835;0,235936464942555;"2020";2;"All";"Mean field";"Plants";"three"
"POMA";0,0201095849930069;0,228963338368525;"2020";2;"All";"Mean field";"Plants";"three"
"PUPA";-0,540896769134448;0,118206981875942;"2020";2;"All";"Mean field";"Plants";"three"
"SASO";0,0177964712413992;0,229139153121954;"2020";2;"All";"Mean field";"Plants";"three"
"SCLA";0,0214000209488617;0,22767331949416;"2020";2;"All";"Mean field";"Plants";"three"
"SOAS";0,0226552822686117;0,231356770899659;"2020";2;"All";"Mean field";"Plants";"three"
"Agriotes_spp";-0,00267345232517004;0,154133862714954;"2020";2;"All";"Mean field";"Herbivores";"three"
"Aphis_fabae";0,0167914467355292;0,168316519479522;"2020";2;"All";"Mean field";"Herbivores";"three"
"Brassicogethes_spp";-0,834781556595407;0,131960316945999;"2020";2;"All";"Mean field";"Herbivores";"three"
"Cantharis_spp";0,0135543645694901;0,171317255933003;"2020";2;"All";"Mean field";"Herbivores";"three"
"Cleta_ramosaria_caterpillar";0,0173697134972396;0,165482420330773;"2020";2;"All";"Mean field";"Herbivores";"three"
"Cochlicella_barbara";-0,404805575168003;0,123218895705145;"2020";2;"All";"Mean field";"Herbivores";"three"
"Cryptocephalus_spp";0,0141490368412609;0,167332811710075;"2020";2;"All";"Mean field";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";-0,0225810291162892;0,153569049457911;"2020";2;"All";"Mean field";"Herbivores";"three"
"Malachius_bipustulatus";0,0170687710316479;0,171973781951603;"2020";2;"All";"Mean field";"Herbivores";"three"
"Meligethes_spp";0,0166003521655861;0,173766437005973;"2020";2;"All";"Mean field";"Herbivores";"three"
"Meloidae";0,0162616234566638;0,173355811212274;"2020";2;"All";"Mean field";"Herbivores";"three"
"Miridae";0,0164060380183799;0,167159439029738;"2020";2;"All";"Mean field";"Herbivores";"three"
"Mordellidae";0,00777481605030931;0,15986211618663;"2020";2;"All";"Mean field";"Herbivores";"three"
"Oedemeridae";-0,00115685344792682;0,159830902059742;"2020";2;"All";"Mean field";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,205854978023628;0,144207802812219;"2020";2;"All";"Mean field";"Herbivores";"three"
"Scyphophorus_spp";0,0158390740956303;0,172305380204212;"2020";2;"All";"Mean field";"Herbivores";"three"
"Tessellana_tessellata";-0,0290899729654447;0,138843404840545;"2020";2;"All";"Mean field";"Herbivores";"three"
"Tetranychus_urticae";0,0178149980423076;0,171327668973142;"2020";2;"All";"Mean field";"Herbivores";"three"
"Theba_pisana";0,0154217345013209;0,160033278772182;"2020";2;"All";"Mean field";"Herbivores";"three"
"Anastoechus_spp";-0,304415212039457;0,176609604456132;"2020";2;"All";"Mean field";"Pollinators";"three"
"Andrena_spp";-0,163122985049424;0,175163699768458;"2020";2;"All";"Mean field";"Pollinators";"three"
"Bombylius_major";-0,295893651772561;0,175511670748871;"2020";2;"All";"Mean field";"Pollinators";"three"
"Braconidae";-0,0391691087887272;0,21314633260658;"2020";2;"All";"Mean field";"Pollinators";"three"
"Dilophus_spp";0,00356301395998016;0,222673613158386;"2020";2;"All";"Mean field";"Pollinators";"three"
"Eristalis_spp";0,00357144969246827;0,214766531417541;"2020";2;"All";"Mean field";"Pollinators";"three"
"Eucera_spp";-0,0122663365057264;0,208937343076754;"2020";2;"All";"Mean field";"Pollinators";"three"
"Lasioglossum_immunitum";-0,0150749542407156;0,202985226559568;"2020";2;"All";"Mean field";"Pollinators";"three"
"Lasioglossum_malachurum";-0,396645766971827;0,173635954659325;"2020";2;"All";"Mean field";"Pollinators";"three"
"Musca_spp";-0,0921717577552535;0,217743129434956;"2020";2;"All";"Mean field";"Pollinators";"three"
"Osmia_ligurica";-0,0427310460582745;0,213580745724324;"2020";2;"All";"Mean field";"Pollinators";"three"
"Pangonius_spp";0,00713395269341592;0,232423828775089;"2020";2;"All";"Mean field";"Pollinators";"three"
"Sarcophaga_spp";-0,0773943669626939;0,210007123587338;"2020";2;"All";"Mean field";"Pollinators";"three"
"Sphaerophoria_scripta";-0,00898424454495256;0,216265375637889;"2020";2;"All";"Mean field";"Pollinators";"three"
"Ulidiidae";-0,546029269802775;0,181065864333435;"2020";2;"All";"Mean field";"Pollinators";"three"
"BEMA";-0,00701886949162665;0,217117171130291;"2020";2;"All";"Resources";"Plants";"three"
"CETE";-0,477748176379199;0,151594803612569;"2020";2;"All";"Resources";"Plants";"three"
"CHFU";-0,583486684046835;0,192242902470469;"2020";2;"All";"Resources";"Plants";"three"
"CHMI";0,00315076355247849;0,271201734633449;"2020";2;"All";"Resources";"Plants";"three"
"HOMA";0,0127051659341459;0,348197494700807;"2020";2;"All";"Resources";"Plants";"three"
"LEMA";-0,744088524179467;0,965487782673204;"2020";2;"All";"Resources";"Plants";"three"
"MESP";0,00174284808475154;0,262928054624067;"2020";2;"All";"Resources";"Plants";"three"
"PAIN";0,00396787671927406;0,264765060343774;"2020";2;"All";"Resources";"Plants";"three"
"PLCO";0,00898903631783033;0,26902250937497;"2020";2;"All";"Resources";"Plants";"three"
"POMA";0,00115510280416572;0,275376465472201;"2020";2;"All";"Resources";"Plants";"three"
"PUPA";-0,536939299678066;0,170079835026776;"2020";2;"All";"Resources";"Plants";"three"
"SASO";0,00370142004155474;0,288168622457914;"2020";2;"All";"Resources";"Plants";"three"
"SCLA";0,00737689774832556;0,203182517365491;"2020";2;"All";"Resources";"Plants";"three"
"SOAS";0,0184233828083905;0,319548485947244;"2020";2;"All";"Resources";"Plants";"three"
"Agriotes_spp";-0,0300582884973901;0,145581259256806;"2020";2;"All";"Resources";"Herbivores";"three"
"Aphis_fabae";0,00850552183727065;0,182572843938559;"2020";2;"All";"Resources";"Herbivores";"three"
"Brassicogethes_spp";-0,834653136754563;0,143973246871285;"2020";2;"All";"Resources";"Herbivores";"three"
"Cantharis_spp";0,000737294510273076;0,174228451070978;"2020";2;"All";"Resources";"Herbivores";"three"
"Cleta_ramosaria_caterpillar";0,0166443351559766;0,233863151149472;"2020";2;"All";"Resources";"Herbivores";"three"
"Cochlicella_barbara";-0,410691700461332;0,100581765476278;"2020";2;"All";"Resources";"Herbivores";"three"
"Cryptocephalus_spp";0,0021186369940776;0,189305225517602;"2020";2;"All";"Resources";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";-0,0238424763293203;0,223652945572149;"2020";2;"All";"Resources";"Herbivores";"three"
"Malachius_bipustulatus";0,0116146682089236;0,216468155192053;"2020";2;"All";"Resources";"Herbivores";"three"
"Meligethes_spp";0,00746007565490658;0,196745204305253;"2020";2;"All";"Resources";"Herbivores";"three"
"Meloidae";0,00353620266559606;0,174719338108001;"2020";2;"All";"Resources";"Herbivores";"three"
"Miridae";0,0128970118188602;0,216552525686146;"2020";2;"All";"Resources";"Herbivores";"three"
"Mordellidae";0,00263798148206803;0,199967412499611;"2020";2;"All";"Resources";"Herbivores";"three"
"Oedemeridae";-0,011249673735189;0,186087911528064;"2020";2;"All";"Resources";"Herbivores";"three"
"Psilothrix_viridicoerulea";-0,210180058270808;0,180150888799835;"2020";2;"All";"Resources";"Herbivores";"three"
"Scyphophorus_spp";0,0147032575385643;0,230725298294533;"2020";2;"All";"Resources";"Herbivores";"three"
"Tessellana_tessellata";-0,0324593610550866;0,2117372842593;"2020";2;"All";"Resources";"Herbivores";"three"
"Tetranychus_urticae";0,0159519970595787;0,228998613434773;"2020";2;"All";"Resources";"Herbivores";"three"
"Theba_pisana";0,00320809853861944;0,184806320458684;"2020";2;"All";"Resources";"Herbivores";"three"
"Anastoechus_spp";-0,34210595900118;0,163300659623129;"2020";2;"All";"Resources";"Pollinators";"three"
"Andrena_spp";-0,186115850279822;0,252263411696018;"2020";2;"All";"Resources";"Pollinators";"three"
"Bombylius_major";-0,341287752967989;0,185797710149486;"2020";2;"All";"Resources";"Pollinators";"three"
"Braconidae";-0,0769770325239043;0,216926672105227;"2020";2;"All";"Resources";"Pollinators";"three"
"Dilophus_spp";-0,000679629094665609;0,329768740351181;"2020";2;"All";"Resources";"Pollinators";"three"
"Eristalis_spp";-0,0122898937823764;0,297060700352666;"2020";2;"All";"Resources";"Pollinators";"three"
"Eucera_spp";-0,0516744670204232;0,322019914573759;"2020";2;"All";"Resources";"Pollinators";"three"
"Lasioglossum_immunitum";-0,0460801887340997;0,2946704613767;"2020";2;"All";"Resources";"Pollinators";"three"
"Lasioglossum_malachurum";-0,392673944775934;0,21727401424592;"2020";2;"All";"Resources";"Pollinators";"three"
"Musca_spp";-0,113389197285366;0,281386561689725;"2020";2;"All";"Resources";"Pollinators";"three"
"Osmia_ligurica";-0,0663485456900773;0,278232939889383;"2020";2;"All";"Resources";"Pollinators";"three"
"Pangonius_spp";-0,038969404495353;0,246047199923284;"2020";2;"All";"Resources";"Pollinators";"three"
"Sarcophaga_spp";-0,0955223866823617;0,279559248202536;"2020";2;"All";"Resources";"Pollinators";"three"
"Sphaerophoria_scripta";-0,0338983319741394;0,266678427659282;"2020";2;"All";"Resources";"Pollinators";"three"
"Ulidiidae";-0,60026849088559;0,224282370810661;"2020";2;"All";"Resources";"Pollinators";"three"
"BEMA";-0,0132537000445921;0,248214794137262;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"CETE";-0,4894883634685;0,11143821337902;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"CHFU";-0,59764870243975;0,146669393536378;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"CHMI";0,00454072017210787;0,286809226470876;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"HOMA";0,0177057140233759;0,347569415598622;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"LEMA";-0,655787744305287;0,961710399986645;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"MESP";0,00229603165437875;0,283417455737258;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"PAIN";0,00247414327801728;0,21848674953546;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"PLCO";0,0104745986920578;0,2741893599675;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"POMA";0,00105337751411778;0,295656089828739;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"PUPA";-0,523982686072853;0,119190062585753;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"SASO";0,00304208805464098;0,297412378956332;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"SCLA";0,00867120846998802;0,220026215574893;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"SOAS";0,0089148200694709;0,210720097721586;"2020";2;"All";"Resources and 
phenology";"Plants";"three"
"Agriotes_spp";-0,0398640159982619;0,173037028580243;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Aphis_fabae";0,00479926276904296;0,213703695226166;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Brassicogethes_spp";-0,841179558852167;0,119187510906536;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cantharis_spp";-0,000758353378453846;0,210960690585027;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cleta_ramosaria_caterpillar";0,0127786119262951;0,250754246951709;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cochlicella_barbara";-0,407577282394361;0,116554949556179;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Cryptocephalus_spp";0,000401934065948044;0,226455287735998;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Lasiocampa_trifolii_caterpillar";-0,0623454497989175;0,191538217492558;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Malachius_bipustulatus";0,00530351478386355;0,216916313991867;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Meligethes_spp";0,0039116093041947;0,208123707776189;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Meloidae";0,000538290849741362;0,208035201117532;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
"Miridae";0,00493108258068367;0,196452959520904;"2020";2;"All";"Resources and 
phenology";"Herbivores";"three"
